"TIME","TIME_LABEL","GEO","COICOP","UNIT","Value"
"2015","2015","Euro area (18 countries)","Clothing","Per mille",":"
"2015","2015","Euro area (18 countries)","Clothing materials","Per mille",":"
"2015","2015","Euro area (18 countries)","Garments","Per mille",":"
"2015","2015","Euro area (18 countries)","Other articles of clothing and clothing accessories","Per mille",":"
"2015","2015","Euro area (18 countries)","Cleaning, repair and hire of clothing","Per mille",":"
"2015","2015","Euro area (18 countries)","Footwear","Per mille",":"
"2015","2015","Euro area (18 countries)","Shoes and other footwear","Per mille",":"
"2015","2015","Euro area (18 countries)","Repair and hire of footwear","Per mille",":"
"2015","2015","Euro area (18 countries)","Housing, water, electricity, gas and other fuels","Per mille",":"
"2015","2015","Euro area (18 countries)","Actual rentals for housing","Per mille",":"
"2015","2015","Euro area (18 countries)","Actual rentals paid by tenants","Per mille",":"
"2015","2015","Euro area (18 countries)","Other actual rentals","Per mille",":"
"2015","2015","Euro area (18 countries)","Imputed rentals for housing","Per mille",":"
"2015","2015","Euro area (18 countries)","Imputed rentals of owner-occupiers","Per mille",":"
"2015","2015","Euro area (18 countries)","Other imputed rentals","Per mille",":"
"2015","2015","Euro area (18 countries)","Maintenance and repair of the dwelling","Per mille",":"
"2015","2015","Euro area (18 countries)","Materials for the maintenance and repair of the dwelling","Per mille",":"
"2015","2015","Euro area (18 countries)","Services for the maintenance and repair of the dwelling","Per mille",":"
"2015","2015","Euro area (18 countries)","Water supply and miscellaneous services relating to the dwelling","Per mille",":"
"2015","2015","Euro area (18 countries)","Water supply","Per mille",":"
"2015","2015","Euro area (18 countries)","Refuse collection","Per mille",":"
"2015","2015","Euro area (18 countries)","Sewerage collection","Per mille",":"
"2015","2015","Euro area (18 countries)","Other services relating to the dwelling n.e.c.","Per mille",":"
"2015","2015","Euro area (18 countries)","Electricity, gas and other fuels","Per mille",":"
"2015","2015","Euro area (18 countries)","Electricity","Per mille",":"
"2015","2015","Euro area (18 countries)","Gas","Per mille",":"
"2015","2015","Euro area (18 countries)","Liquid fuels","Per mille",":"
"2015","2015","Euro area (18 countries)","Solid fuels","Per mille",":"
"2015","2015","Euro area (18 countries)","Heat energy","Per mille",":"
"2015","2015","Euro area (18 countries)","Furnishings, household equipment and routine household maintenance","Per mille",":"
"2015","2015","Euro area (18 countries)","Furniture and furnishings, carpets and other floor coverings","Per mille",":"
"2015","2015","Euro area (18 countries)","Furniture and furnishings","Per mille",":"
"2015","2015","Euro area (18 countries)","Carpets and other floor coverings","Per mille",":"
"2015","2015","Euro area (18 countries)","Repair of furniture, furnishings and floor coverings","Per mille",":"
"2015","2015","Euro area (18 countries)","Household textiles","Per mille",":"
"2015","2015","Euro area (18 countries)","Household textiles","Per mille",":"
"2015","2015","Euro area (18 countries)","Household appliances","Per mille",":"
"2015","2015","Euro area (18 countries)","Major household appliances whether electric or not","Per mille",":"
"2015","2015","Euro area (18 countries)","Small electric household appliances","Per mille",":"
"2015","2015","Euro area (18 countries)","Repair of household appliances","Per mille",":"
"2015","2015","Euro area (18 countries)","Glassware, tableware and household utensils","Per mille",":"
"2015","2015","Euro area (18 countries)","Glassware, tableware and household utensils","Per mille",":"
"2015","2015","Euro area (18 countries)","Tools and equipment for house and garden","Per mille",":"
"2015","2015","Euro area (18 countries)","Major tools and equipment","Per mille",":"
"2015","2015","Euro area (18 countries)","Small tools and miscellaneous accessories","Per mille",":"
"2015","2015","Euro area (18 countries)","Goods and services for routine household maintenance","Per mille",":"
"2015","2015","Euro area (18 countries)","Non-durable household goods","Per mille",":"
"2015","2015","Euro area (18 countries)","Domestic services and household services","Per mille",":"
"2015","2015","Euro area (18 countries)","Health","Per mille",":"
"2015","2015","Euro area (18 countries)","Medical products, appliances and equipment","Per mille",":"
"2015","2015","Euro area (18 countries)","Pharmaceutical products","Per mille",":"
"2015","2015","Euro area (18 countries)","Other medical products","Per mille",":"
"2015","2015","Euro area (18 countries)","Therapeutic appliances and equipment","Per mille",":"
"2015","2015","Euro area (18 countries)","Out-patient services","Per mille",":"
"2015","2015","Euro area (18 countries)","Medical services","Per mille",":"
"2015","2015","Euro area (18 countries)","Dental services","Per mille",":"
"2015","2015","Euro area (18 countries)","Paramedical services","Per mille",":"
"2015","2015","Euro area (18 countries)","Hospital services","Per mille",":"
"2015","2015","Euro area (18 countries)","Hospital services","Per mille",":"
"2015","2015","Euro area (18 countries)","Transport","Per mille",":"
"2015","2015","Euro area (18 countries)","Purchase of vehicles","Per mille",":"
"2015","2015","Euro area (18 countries)","Motor cars","Per mille",":"
"2015","2015","Euro area (18 countries)","Motor cycles","Per mille",":"
"2015","2015","Euro area (18 countries)","Bicycles","Per mille",":"
"2015","2015","Euro area (18 countries)","Animal drawn vehicles","Per mille",":"
"2015","2015","Euro area (18 countries)","Operation of personal transport equipment","Per mille",":"
"2015","2015","Euro area (18 countries)","Spare parts and accessories for personal transport equipment","Per mille",":"
"2015","2015","Euro area (18 countries)","Fuels and lubricants for personal transport equipment","Per mille",":"
"2015","2015","Euro area (18 countries)","Maintenance and repair of personal transport equipment","Per mille",":"
"2015","2015","Euro area (18 countries)","Other services in respect of personal transport equipment","Per mille",":"
"2015","2015","Euro area (18 countries)","Transport services","Per mille",":"
"2015","2015","Euro area (18 countries)","Passenger transport by railway","Per mille",":"
"2015","2015","Euro area (18 countries)","Passenger transport by road","Per mille",":"
"2015","2015","Euro area (18 countries)","Passenger transport by air","Per mille",":"
"2015","2015","Euro area (18 countries)","Passenger transport by sea and inland waterway","Per mille",":"
"2015","2015","Euro area (18 countries)","Combined passenger transport","Per mille",":"
"2015","2015","Euro area (18 countries)","Other purchased transport services","Per mille",":"
"2015","2015","Euro area (18 countries)","Communications","Per mille",":"
"2015","2015","Euro area (18 countries)","Postal services","Per mille",":"
"2015","2015","Euro area (18 countries)","Postal services","Per mille",":"
"2015","2015","Euro area (18 countries)","Telephone and telefax equipment","Per mille",":"
"2015","2015","Euro area (18 countries)","Telephone and telefax equipment","Per mille",":"
"2015","2015","Euro area (18 countries)","Telephone and telefax services","Per mille",":"
"2015","2015","Euro area (18 countries)","Telephone and telefax services","Per mille",":"
"2015","2015","Euro area (18 countries)","Recreation and culture","Per mille",":"
"2015","2015","Euro area (18 countries)","Audio-visual, photographic and information processing equipment","Per mille",":"
"2015","2015","Euro area (18 countries)","Equipment for the reception, recording and reproduction of sound and picture","Per mille",":"
"2015","2015","Euro area (18 countries)","Photographic and cinematographic equipment and optical instruments","Per mille",":"
"2015","2015","Euro area (18 countries)","Information processing equipment","Per mille",":"
"2015","2015","Euro area (18 countries)","Recording media","Per mille",":"
"2015","2015","Euro area (18 countries)","Repair of audio-visual, photographic and information processing equipment","Per mille",":"
"2015","2015","Euro area (18 countries)","Other major durables for recreation and culture","Per mille",":"
"2015","2015","Euro area (18 countries)","Major durables for outdoor recreation","Per mille",":"
"2015","2015","Euro area (18 countries)","Musical instruments and major durables for indoor recreation","Per mille",":"
"2015","2015","Euro area (18 countries)","Maintenance and repair of other major durables for recreation and culture","Per mille",":"
"2015","2015","Euro area (18 countries)","Other recreational items and equipment, gardens and pets","Per mille",":"
"2015","2015","Euro area (18 countries)","Games, toys and hobbies","Per mille",":"
"2015","2015","Euro area (18 countries)","Equipment for sport, camping and open-air recreation","Per mille",":"
"2015","2015","Euro area (18 countries)","Gardens, plants and flowers","Per mille",":"
"2015","2015","Euro area (18 countries)","Pets and related products","Per mille",":"
"2015","2015","Euro area (18 countries)","Veterinary and other services for pets","Per mille",":"
"2015","2015","Euro area (18 countries)","Recreational and cultural services","Per mille",":"
"2015","2015","Euro area (18 countries)","Recreational and sporting services","Per mille",":"
"2015","2015","Euro area (18 countries)","Cultural services","Per mille",":"
"2015","2015","Euro area (18 countries)","Games of chance","Per mille",":"
"2015","2015","Euro area (18 countries)","Newspapers, books and stationery","Per mille",":"
"2015","2015","Euro area (18 countries)","Books","Per mille",":"
"2015","2015","Euro area (18 countries)","Newspapers and periodicals","Per mille",":"
"2015","2015","Euro area (18 countries)","Miscellaneous printed matter","Per mille",":"
"2015","2015","Euro area (18 countries)","Stationery and drawing materials","Per mille",":"
"2015","2015","Euro area (18 countries)","Package holidays","Per mille",":"
"2015","2015","Euro area (18 countries)","Package holidays","Per mille",":"
"2015","2015","Euro area (18 countries)","Education","Per mille",":"
"2015","2015","Euro area (18 countries)","Pre-primary and primary education","Per mille",":"
"2015","2015","Euro area (18 countries)","Pre-primary and primary education","Per mille",":"
"2015","2015","Euro area (18 countries)","Secondary education","Per mille",":"
"2015","2015","Euro area (18 countries)","Secondary education","Per mille",":"
"2015","2015","Euro area (18 countries)","Post-secondary non-tertiary education","Per mille",":"
"2015","2015","Euro area (18 countries)","Post-secondary non-tertiary education","Per mille",":"
"2015","2015","Euro area (18 countries)","Tertiary education","Per mille",":"
"2015","2015","Euro area (18 countries)","Tertiary education","Per mille",":"
"2015","2015","Euro area (18 countries)","Education not definable by level","Per mille",":"
"2015","2015","Euro area (18 countries)","Education not definable by level","Per mille",":"
"2015","2015","Euro area (18 countries)","Restaurants and hotels","Per mille",":"
"2015","2015","Euro area (18 countries)","Catering services","Per mille",":"
"2015","2015","Euro area (18 countries)","Restaurants, cafés and the like","Per mille",":"
"2015","2015","Euro area (18 countries)","Canteens","Per mille",":"
"2015","2015","Euro area (18 countries)","Accommodation services","Per mille",":"
"2015","2015","Euro area (18 countries)","Accommodation services ","Per mille",":"
"2015","2015","Euro area (18 countries)","Miscellaneous goods and services","Per mille",":"
"2015","2015","Euro area (18 countries)","Personal care","Per mille",":"
"2015","2015","Euro area (18 countries)","Hairdressing salons and personal grooming establishments","Per mille",":"
"2015","2015","Euro area (18 countries)","Electrical appliances for personal care","Per mille",":"
"2015","2015","Euro area (18 countries)","Other appliances, articles and products for personal care ","Per mille",":"
"2015","2015","Euro area (18 countries)","Prostitution","Per mille",":"
"2015","2015","Euro area (18 countries)","Prostitution","Per mille",":"
"2015","2015","Euro area (18 countries)","Personal effects n.e.c.","Per mille",":"
"2015","2015","Euro area (18 countries)","Jewellery, clocks and watches","Per mille",":"
"2015","2015","Euro area (18 countries)","Other personal effects","Per mille",":"
"2015","2015","Euro area (18 countries)","Social protection","Per mille",":"
"2015","2015","Euro area (18 countries)","Social protection ","Per mille",":"
"2015","2015","Euro area (18 countries)","Insurance","Per mille",":"
"2015","2015","Euro area (18 countries)","Insurance connected with the dwelling","Per mille",":"
"2015","2015","Euro area (18 countries)","Insurance connected with health","Per mille",":"
"2015","2015","Euro area (18 countries)","Insurance connected with transport","Per mille",":"
"2015","2015","Euro area (18 countries)","Other insurance","Per mille",":"
"2015","2015","Euro area (18 countries)","Financial services n.e.c.","Per mille",":"
"2015","2015","Euro area (18 countries)","Other financial services n.e.c.","Per mille",":"
"2015","2015","Euro area (18 countries)","Other services n.e.c.","Per mille",":"
"2015","2015","Euro area (18 countries)","Other services n.e.c. ","Per mille",":"
"2015","2015","Euro area (17 countries)","Food and non-alcoholic beverages","Per mille",":"
"2015","2015","Euro area (17 countries)","Food","Per mille",":"
"2015","2015","Euro area (17 countries)","Bread and cereals","Per mille",":"
"2015","2015","Euro area (17 countries)","Rice","Per mille",":"
"2015","2015","Euro area (17 countries)","Bread","Per mille",":"
"2015","2015","Euro area (17 countries)","Other bakery products","Per mille",":"
"2015","2015","Euro area (17 countries)","Pasta products and couscous","Per mille",":"
"2015","2015","Euro area (17 countries)","Other cereal products","Per mille",":"
"2015","2015","Euro area (17 countries)","Meat","Per mille",":"
"2015","2015","Euro area (17 countries)","Beef and veal","Per mille",":"
"2015","2015","Euro area (17 countries)","Pork","Per mille",":"
"2015","2015","Euro area (17 countries)","Lamb and goat","Per mille",":"
"2015","2015","Euro area (17 countries)","Poultry","Per mille",":"
"2015","2015","Euro area (17 countries)","Dried, salted or smoked meat and edible meat offal","Per mille",":"
"2015","2015","Euro area (17 countries)","Other preserved or processed meat and meat preparations","Per mille",":"
"2015","2015","Euro area (17 countries)","Other fresh, chilled or frozen edible meat","Per mille",":"
"2015","2015","Euro area (17 countries)","Fish and seafood","Per mille",":"
"2015","2015","Euro area (17 countries)","Fresh, chilled or frozen fish","Per mille",":"
"2015","2015","Euro area (17 countries)","Fresh, chilled or frozen seafood","Per mille",":"
"2015","2015","Euro area (17 countries)","Dried, smoked or salted fish and seafood","Per mille",":"
"2015","2015","Euro area (17 countries)","Other preserved or processed fish and seafood and fish and seafood preparations","Per mille",":"
"2015","2015","Euro area (17 countries)","Milk, cheese and eggs","Per mille",":"
"2015","2015","Euro area (17 countries)","Whole milk","Per mille",":"
"2015","2015","Euro area (17 countries)","Low fat milk","Per mille",":"
"2015","2015","Euro area (17 countries)","Preserved milk","Per mille",":"
"2015","2015","Euro area (17 countries)","Yoghurt","Per mille",":"
"2015","2015","Euro area (17 countries)","Cheese and curd","Per mille",":"
"2015","2015","Euro area (17 countries)","Other milk products","Per mille",":"
"2015","2015","Euro area (17 countries)","Eggs","Per mille",":"
"2015","2015","Euro area (17 countries)","Oils and fats","Per mille",":"
"2015","2015","Euro area (17 countries)","Butter","Per mille",":"
"2015","2015","Euro area (17 countries)","Margarine and other vegetable fats","Per mille",":"
"2015","2015","Euro area (17 countries)","Olive oil","Per mille",":"
"2015","2015","Euro area (17 countries)","Other edible oils","Per mille",":"
"2015","2015","Euro area (17 countries)","Other edible animal fats","Per mille",":"
"2015","2015","Euro area (17 countries)","Fruit","Per mille",":"
"2015","2015","Euro area (17 countries)","Citrus fruits (fresh, chilled or frozen)","Per mille",":"
"2015","2015","Euro area (17 countries)","Bananas (fresh, chilled or frozen)","Per mille",":"
"2015","2015","Euro area (17 countries)","Apples (fresh, chilled or frozen)","Per mille",":"
"2015","2015","Euro area (17 countries)","Pears (fresh, chilled or frozen)","Per mille",":"
"2015","2015","Euro area (17 countries)","Stone fruits (fresh, chilled or frozen)","Per mille",":"
"2015","2015","Euro area (17 countries)","Berries (fresh, chilled or frozen)","Per mille",":"
"2015","2015","Euro area (17 countries)","Other fresh, chilled or frozen fruits","Per mille",":"
"2015","2015","Euro area (17 countries)","Dried fruit and nuts","Per mille",":"
"2015","2015","Euro area (17 countries)","Preserved fruit and fruit-based products","Per mille",":"
"2015","2015","Euro area (17 countries)","Vegetables","Per mille",":"
"2015","2015","Euro area (17 countries)","Leaf and stem vegetables (fresh, chilled or frozen)","Per mille",":"
"2015","2015","Euro area (17 countries)","Cabbages (fresh or chilled)","Per mille",":"
"2015","2015","Euro area (17 countries)","Vegetable grown for their fruit (fresh, chilled or frozen)","Per mille",":"
